nftId,fileName,cardId,name,bitcoinText,sticker,fortune,power,rarity
756,0756.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,1B in Bitcoin,3,Common
757,0757.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,10,Super Rare
758,0758.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,7,Common
759,0759.webp,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,10B in Bitcoin,9,Rare
760,0760.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,5B in Bitcoin,10,Uncommon
761,0761.webp,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,7,Uncommon
762,0762.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,2,Common
763,0763.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,1,Uncommon
764,0764.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,1B in Bitcoin,2,Common
765,0765.webp,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,5B in Bitcoin,6,Uncommon
766,0766.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,1B in Bitcoin,2,Rare
767,0767.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,5B in Bitcoin,6,Common
768,0768.webp,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,2,Uncommon
769,0769.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,10B in Bitcoin,7,Rare
770,0770.webp,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,100B in Bitcoin,2,Super Rare
771,0771.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,5,Rare
772,0772.webp,9,Felix Harrington,Bitcoin: click to change!,Coin,5B in Bitcoin,7,Rare
773,0773.webp,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,1B in Bitcoin,4,Common
774,0774.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,5B in Bitcoin,2,Rare
775,0775.webp,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,2B in Bitcoin,3,Uncommon
776,0776.webp,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,5B in Bitcoin,2,Common
777,0777.webp,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,50B in Bitcoin,5,Common
778,0778.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,5,Common
779,0779.webp,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,1,Common
780,0780.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,5B in Bitcoin,1,Common
781,0781.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,5B in Bitcoin,7,Uncommon
782,0782.webp,72,Phineas Montclair,Bitcoin: fair magic!,Coin,10B in Bitcoin,10,Rare
783,0783.webp,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,2B in Bitcoin,1,Uncommon
784,0784.webp,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,100B in Bitcoin,10,Common
785,0785.webp,71,Clarence Westbrook,Bitcoin: invisible spell!,Rocket,1B in Bitcoin,2,Common
786,0786.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,1B in Bitcoin,1,Rare
787,0787.webp,9,Felix Harrington,Bitcoin: click to change!,Coin,5B in Bitcoin,7,Rare
788,0788.webp,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,10B in Bitcoin,5,Common
789,0789.webp,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,1B in Bitcoin,10,Uncommon
790,0790.webp,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,2B in Bitcoin,4,Common
791,0791.webp,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,1B in Bitcoin,8,Common
792,0792.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,1B in Bitcoin,1,Common
793,0793.webp,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,1B in Bitcoin,2,Common
794,0794.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,2B in Bitcoin,4,Common
795,0795.webp,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,6,Common
796,0796.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,1B in Bitcoin,8,Legendary
797,0797.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,5B in Bitcoin,8,Uncommon
798,0798.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,50B in Bitcoin,8,Rare
799,0799.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,5B in Bitcoin,9,Uncommon
800,0800.webp,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,1B in Bitcoin,6,Uncommon
801,0801.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,50B in Bitcoin,8,Ultra Rare
802,0802.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,5B in Bitcoin,5,Uncommon
803,0803.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,7,Uncommon
804,0804.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,2B in Bitcoin,2,Uncommon
805,0805.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,10B in Bitcoin,10,Common
806,0806.webp,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,10B in Bitcoin,9,Common
807,0807.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,5,Common
808,0808.webp,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,2B in Bitcoin,10,Common
809,0809.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,50B in Bitcoin,5,Uncommon
810,0810.webp,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,5B in Bitcoin,4,Common
811,0811.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,5B in Bitcoin,6,Uncommon
812,0812.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,2,Uncommon
813,0813.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,3,Common
814,0814.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,5B in Bitcoin,1,Uncommon
815,0815.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,5B in Bitcoin,8,Common
816,0816.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,1B in Bitcoin,8,Uncommon
817,0817.webp,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,1B in Bitcoin,1,Uncommon
818,0818.webp,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,100B in Bitcoin,9,Common
819,0819.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,100B in Bitcoin,3,Rare
820,0820.webp,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,5B in Bitcoin,8,Uncommon
821,0821.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,10B in Bitcoin,3,Common
822,0822.webp,13,Nathan Ellington,Bitcoin: tech hero!,Orange,10B in Bitcoin,6,Common
823,0823.webp,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,5B in Bitcoin,4,Uncommon
824,0824.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,5,Uncommon
825,0825.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,5B in Bitcoin,3,Common
826,0826.webp,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,1B in Bitcoin,5,Uncommon
827,0827.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,10,Common
828,0828.webp,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,5B in Bitcoin,10,Uncommon
829,0829.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,1B in Bitcoin,9,Common
830,0830.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,5B in Bitcoin,9,Rare
831,0831.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,6,Common
832,0832.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,1B in Bitcoin,3,Uncommon
833,0833.webp,100,Horatio Montclair,Bitcoin: master destiny!,Coin,5B in Bitcoin,10,Super Rare
834,0834.webp,13,Nathan Ellington,Bitcoin: tech hero!,Orange,2B in Bitcoin,6,Common
835,0835.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,5B in Bitcoin,8,Uncommon
836,0836.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,5B in Bitcoin,8,Uncommon
837,0837.webp,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,5B in Bitcoin,3,Rare
838,0838.webp,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,5,Super Rare
839,0839.webp,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,5B in Bitcoin,4,Uncommon
840,0840.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,5B in Bitcoin,5,Super Rare
841,0841.webp,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,1B in Bitcoin,3,Common
842,0842.webp,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,5B in Bitcoin,8,Uncommon
843,0843.webp,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,10B in Bitcoin,5,Common
844,0844.webp,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,50B in Bitcoin,7,Common
845,0845.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,10B in Bitcoin,9,Common
846,0846.webp,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,1B in Bitcoin,2,Common
847,0847.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,2B in Bitcoin,10,Super Rare
848,0848.webp,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,5B in Bitcoin,3,Common
849,0849.webp,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,1B in Bitcoin,6,Common
850,0850.webp,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,5B in Bitcoin,5,Uncommon
851,0851.webp,94,Mortimer Montrose,Bitcoin: global show!,Palm,10B in Bitcoin,2,Rare
852,0852.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,10B in Bitcoin,9,Ultra Rare
853,0853.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,1,Uncommon
854,0854.webp,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,1B in Bitcoin,5,Common
855,0855.webp,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,10B in Bitcoin,1,Uncommon
856,0856.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,10B in Bitcoin,5,Rare
857,0857.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,3,Uncommon
858,0858.webp,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,2B in Bitcoin,10,Common
859,0859.webp,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,2B in Bitcoin,6,Common
860,0860.webp,101,Barnabas Sterling,Bitcoin: invisible spell!,Palm,1B in Bitcoin,3,Uncommon
861,0861.webp,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,1B in Bitcoin,10,Common
862,0862.webp,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,8,Common
863,0863.webp,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,5B in Bitcoin,3,Common
864,0864.webp,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,5B in Bitcoin,8,Uncommon
865,0865.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,1B in Bitcoin,8,Common
866,0866.webp,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,10B in Bitcoin,4,Uncommon
867,0867.webp,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,2,Uncommon
868,0868.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,2,Uncommon
869,0869.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,5B in Bitcoin,3,Common
870,0870.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,1B in Bitcoin,9,Rare
871,0871.webp,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,2B in Bitcoin,6,Common
872,0872.webp,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,1B in Bitcoin,5,Rare
873,0873.webp,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,2B in Bitcoin,8,Common
874,0874.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,2B in Bitcoin,2,Uncommon
875,0875.webp,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,1B in Bitcoin,8,Uncommon
876,0876.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,2,Common
877,0877.webp,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,5B in Bitcoin,4,Common
878,0878.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,2,Rare
879,0879.webp,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,10B in Bitcoin,6,Common
880,0880.webp,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,10B in Bitcoin,3,Common
881,0881.webp,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,2,Uncommon
882,0882.webp,23,Tobias Sinclair,Bitcoin: magical money!,Coin,1B in Bitcoin,2,Super Rare
883,0883.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,5B in Bitcoin,3,Common
884,0884.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,5B in Bitcoin,4,Common
885,0885.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,1B in Bitcoin,4,Super Rare
886,0886.webp,82,Barnabas Ashford,Bitcoin: silent revolution!,Hibisc,1B in Bitcoin,7,Common
887,0887.webp,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,5B in Bitcoin,2,Common
888,0888.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,1B in Bitcoin,1,Ultra Rare
889,0889.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,5B in Bitcoin,7,Common
890,0890.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,1B in Bitcoin,9,Rare
891,0891.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,1B in Bitcoin,6,Uncommon
892,0892.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,10B in Bitcoin,7,Super Rare
893,0893.webp,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,6,Uncommon
894,0894.webp,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,1B in Bitcoin,4,Common
895,0895.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,1B in Bitcoin,1,Ultra Rare
896,0896.webp,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,1B in Bitcoin,1,Common
897,0897.webp,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,5,Uncommon
898,0898.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,2B in Bitcoin,2,Super Rare
899,0899.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,5,Super Rare
900,0900.webp,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,2B in Bitcoin,7,Common
901,0901.webp,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,10B in Bitcoin,8,Common
902,0902.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,5,Legendary
903,0903.webp,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,1B in Bitcoin,10,Super Rare
904,0904.webp,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,10B in Bitcoin,1,Uncommon
905,0905.webp,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,10B in Bitcoin,8,Common
906,0906.webp,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,5B in Bitcoin,5,Common
907,0907.webp,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,5B in Bitcoin,9,Super Rare
908,0908.webp,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,8,Uncommon
909,0909.webp,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,5B in Bitcoin,1,Common
910,0910.webp,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,8,Common
911,0911.webp,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,5B in Bitcoin,1,Common
912,0912.webp,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,1B in Bitcoin,4,Common
913,0913.webp,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,5B in Bitcoin,8,Common
914,0914.webp,72,Phineas Montclair,Bitcoin: fair magic!,Coin,5B in Bitcoin,5,Common
915,0915.webp,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,1B in Bitcoin,6,Uncommon
916,0916.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,1B in Bitcoin,2,Common
917,0917.webp,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,5B in Bitcoin,7,Uncommon
918,0918.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,4,Rare
919,0919.webp,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,10B in Bitcoin,4,Common
920,0920.webp,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,3,Uncommon
921,0921.webp,94,Mortimer Montrose,Bitcoin: global show!,Palm,1B in Bitcoin,5,Uncommon
922,0922.webp,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,5B in Bitcoin,1,Common
923,0923.webp,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,5B in Bitcoin,7,Super Rare
924,0924.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,5B in Bitcoin,4,Common
925,0925.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,10B in Bitcoin,10,Ultra Rare
926,0926.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,2B in Bitcoin,9,Uncommon
927,0927.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,5B in Bitcoin,10,Legendary
928,0928.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,1B in Bitcoin,2,Super Rare
929,0929.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,2B in Bitcoin,1,Ultra Rare
930,0930.webp,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,2B in Bitcoin,6,Uncommon
931,0931.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,5B in Bitcoin,8,Rare
932,0932.webp,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,1B in Bitcoin,1,Common
933,0933.webp,14,Oliver Montclair,Bitcoin: digital wizards!,Flying Saucer,1B in Bitcoin,9,Common
934,0934.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,1B in Bitcoin,6,Common
935,0935.webp,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,10B in Bitcoin,10,Common
936,0936.webp,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,1B in Bitcoin,1,Common
937,0937.webp,23,Tobias Sinclair,Bitcoin: magical money!,Coin,2B in Bitcoin,6,Common
938,0938.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,10B in Bitcoin,2,Uncommon
939,0939.webp,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,50B in Bitcoin,2,Common
940,0940.webp,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,5B in Bitcoin,8,Common
941,0941.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,10,Super Rare
942,0942.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,2B in Bitcoin,9,Uncommon
943,0943.webp,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,1B in Bitcoin,2,Uncommon
944,0944.webp,72,Phineas Montclair,Bitcoin: fair magic!,Coin,2B in Bitcoin,9,Common
945,0945.webp,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,1B in Bitcoin,8,Uncommon
946,0946.webp,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,10B in Bitcoin,7,Common
947,0947.webp,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,1B in Bitcoin,1,Super Rare
948,0948.webp,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,10B in Bitcoin,8,Common
949,0949.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,10,Uncommon
950,0950.webp,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,5B in Bitcoin,10,Common
951,0951.webp,21,Quentin Ashcroft,Bitcoin: code is king!,Flying Saucer,5B in Bitcoin,9,Rare
952,0952.webp,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,1B in Bitcoin,7,Common
953,0953.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,10B in Bitcoin,9,Uncommon
954,0954.webp,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,5B in Bitcoin,9,Super Rare
955,0955.webp,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,5B in Bitcoin,10,Common
956,0956.webp,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,10B in Bitcoin,5,Super Rare
957,0957.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,1B in Bitcoin,9,Common
958,0958.webp,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,10B in Bitcoin,2,Super Rare
959,0959.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,5B in Bitcoin,7,Uncommon
960,0960.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,1B in Bitcoin,7,Uncommon
961,0961.webp,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,2B in Bitcoin,7,Super Rare
962,0962.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,1B in Bitcoin,3,Ultra Rare
963,0963.webp,66,Reginald Montrose,Bitcoin: future surprises!,Palm,10B in Bitcoin,8,Common
964,0964.webp,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,10B in Bitcoin,10,Rare
965,0965.webp,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,4,Uncommon
966,0966.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,5B in Bitcoin,8,Uncommon
967,0967.webp,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,5B in Bitcoin,6,Uncommon
968,0968.webp,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,2B in Bitcoin,5,Rare
969,0969.webp,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,4,Uncommon
970,0970.webp,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,10B in Bitcoin,8,Common
971,0971.webp,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,1B in Bitcoin,1,Uncommon
972,0972.webp,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,5B in Bitcoin,3,Legendary
973,0973.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,10B in Bitcoin,2,Super Rare
974,0974.webp,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,8,Common
975,0975.webp,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,1B in Bitcoin,3,Rare
976,0976.webp,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,5B in Bitcoin,3,Ultra Rare
977,0977.webp,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,2B in Bitcoin,6,Common
978,0978.webp,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,10B in Bitcoin,7,Common
979,0979.webp,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,2B in Bitcoin,7,Uncommon
980,0980.webp,77,Cornelius Ravensdale,Bitcoin: global bridge!,Flying Saucer,5B in Bitcoin,7,Common
981,0981.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,5B in Bitcoin,2,Uncommon
982,0982.webp,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,10B in Bitcoin,5,Super Rare
983,0983.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,5B in Bitcoin,5,Super Rare
984,0984.webp,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,9,Uncommon
985,0985.webp,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,1B in Bitcoin,7,Common
986,0986.webp,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,1B in Bitcoin,9,Common
987,0987.webp,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,10B in Bitcoin,6,Uncommon
988,0988.webp,10,Simon Redwood,Bitcoin: freedom now!,Palm,5B in Bitcoin,1,Uncommon
989,0989.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,1B in Bitcoin,9,Uncommon
990,0990.webp,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,1B in Bitcoin,9,Uncommon
991,0991.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,5B in Bitcoin,7,Super Rare
992,0992.webp,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,10,Ultra Rare
993,0993.webp,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,2B in Bitcoin,7,Common
994,0994.webp,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,1B in Bitcoin,6,Common
995,0995.webp,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,1B in Bitcoin,7,Common
996,0996.webp,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,1B in Bitcoin,4,Uncommon
997,0997.webp,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,6,Common
998,0998.webp,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,1,Common
999,0999.webp,60,Sylvester Beckett,Bitcoin: fair and fun!,Sushi,2B in Bitcoin,7,Uncommon
1000,1000.webp,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,5B in Bitcoin,4,Super Rare
1001,1001.webp,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,7,Common
1002,1002.webp,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,2B in Bitcoin,1,Uncommon
1003,1003.webp,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,1B in Bitcoin,8,Common
1004,1004.webp,45,Wilfred Sterling,Bitcoin: golden key!,Palm,50B in Bitcoin,9,Common
1005,1005.webp,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,1B in Bitcoin,4,Uncommon
1006,1006.webp,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,5B in Bitcoin,9,Uncommon
1007,1007.webp,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,1B in Bitcoin,5,Common
