nftId,Card Id,Name,Bitcoin Text,Sticker,Fortune,Power,Rarity
846,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,50B in Bitcoin,4,Common
847,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,2B in Bitcoin,10,Common
848,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,2B in Bitcoin,3,Common
849,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,9,Uncommon
850,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,5B in Bitcoin,1,Common
851,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,1B in Bitcoin,9,Common
852,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,1B in Bitcoin,1,Uncommon
853,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,1B in Bitcoin,3,Common
854,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,1B in Bitcoin,8,Uncommon
855,66,Reginald Montrose,Bitcoin: future surprises!,Palm,1B in Bitcoin,1,Super Rare
856,6,Leon Vanguard,Bitcoin: global magic!,Orange,5B in Bitcoin,4,Common
857,87,Alistair Sterling,Bitcoin: no tricks!,Palm,50B in Bitcoin,5,Rare
858,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,1B in Bitcoin,7,Common
859,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,2B in Bitcoin,2,Common
860,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,5B in Bitcoin,6,Uncommon
861,103,Humphrey Pembroke,Bitcoin: creative explosion!,Hibisc,10B in Bitcoin,7,Common
862,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,1,Uncommon
863,13,Nathan Ellington,Bitcoin: tech hero!,Orange,2B in Bitcoin,4,Rare
864,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,5,Ultra Rare
865,16,Duncan Beckett,Bitcoin: golden bridge!,Coin,10B in Bitcoin,7,Uncommon
866,9,Felix Harrington,Bitcoin: click to change!,Coin,1B in Bitcoin,10,Common
867,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,1,Super Rare
868,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,1B in Bitcoin,3,Common
869,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,5B in Bitcoin,9,Uncommon
870,20,Julian Ravenscroft,Bitcoin: art of freedom!,Orange,2B in Bitcoin,7,Uncommon
871,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,2B in Bitcoin,10,Common
872,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,5,Uncommon
873,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,1B in Bitcoin,8,Super Rare
874,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,5B in Bitcoin,7,Uncommon
875,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,1B in Bitcoin,4,Uncommon
876,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,5B in Bitcoin,10,Common
877,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,5B in Bitcoin,1,Common
878,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,5B in Bitcoin,1,Rare
879,59,Leopold Sterling,Bitcoin: invisible magic!,Palm,2B in Bitcoin,8,Common
880,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,1B in Bitcoin,9,Common
881,23,Tobias Sinclair,Bitcoin: magical money!,Coin,5B in Bitcoin,2,Uncommon
882,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,5B in Bitcoin,9,Super Rare
883,66,Reginald Montrose,Bitcoin: future surprises!,Palm,1B in Bitcoin,9,Common
884,69,Gideon Fairfax,Bitcoin: no illusions!,Orange,1B in Bitcoin,9,Common
885,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,1B in Bitcoin,8,Common
886,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,5B in Bitcoin,5,Common
887,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,10B in Bitcoin,8,Ultra Rare
888,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,1B in Bitcoin,2,Rare
889,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,100B in Bitcoin,4,Common
890,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,1B in Bitcoin,4,Uncommon
891,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,5B in Bitcoin,4,Rare
892,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,5B in Bitcoin,7,Rare
893,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,1B in Bitcoin,8,Common
894,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,5B in Bitcoin,2,Common
895,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,2B in Bitcoin,6,Rare
896,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,5B in Bitcoin,7,Uncommon
897,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,5B in Bitcoin,2,Common
898,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,10B in Bitcoin,3,Common
899,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,10B in Bitcoin,2,Common
900,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,1B in Bitcoin,4,Common
901,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,50B in Bitcoin,8,Uncommon
902,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,2,Uncommon
903,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,2B in Bitcoin,4,Common
904,13,Nathan Ellington,Bitcoin: tech hero!,Orange,1B in Bitcoin,8,Uncommon
905,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,5B in Bitcoin,5,Rare
906,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,100B in Bitcoin,2,Common
907,15,Hugo Sterling,Bitcoin lights the way!,Rocket,50B in Bitcoin,4,Common
908,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,10B in Bitcoin,2,Super Rare
909,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,5B in Bitcoin,4,Uncommon
910,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,2,Common
911,91,Phineas Ravensdale,Bitcoin: superpower!,Flying Saucer,1B in Bitcoin,7,Common
912,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,10B in Bitcoin,8,Uncommon
913,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,10B in Bitcoin,6,Common
914,50,Gideon Fairchild,Bitcoin: free from giants!,Rocket,2B in Bitcoin,7,Rare
915,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,2B in Bitcoin,7,Common
916,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,5B in Bitcoin,5,Common
917,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,100B in Bitcoin,3,Uncommon
918,3,Milo Farnsworth,Bitcoin: your own bank!,Palm,10B in Bitcoin,4,Rare
919,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,5B in Bitcoin,2,Common
920,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,1B in Bitcoin,7,Uncommon
921,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,1B in Bitcoin,2,Common
922,51,Maximilian Ellsworth,Bitcoin: exit the matrix!,Coin,5B in Bitcoin,10,Common
923,6,Leon Vanguard,Bitcoin: global magic!,Orange,2B in Bitcoin,2,Uncommon
924,66,Reginald Montrose,Bitcoin: future surprises!,Palm,1B in Bitcoin,9,Rare
925,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,5B in Bitcoin,9,Uncommon
926,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,6,Common
927,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,1B in Bitcoin,2,Common
928,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,2B in Bitcoin,3,Common
929,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,2B in Bitcoin,3,Uncommon
930,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,50B in Bitcoin,10,Uncommon
931,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,10B in Bitcoin,10,Common
932,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,1B in Bitcoin,7,Rare
933,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,5B in Bitcoin,3,Uncommon
934,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,1,Uncommon
935,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,1B in Bitcoin,10,Common
936,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,1B in Bitcoin,9,Super Rare
937,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,50B in Bitcoin,9,Common
938,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,1B in Bitcoin,3,Uncommon
939,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,1B in Bitcoin,2,Rare
940,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,5B in Bitcoin,1,Common
941,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,9,Rare
942,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,5B in Bitcoin,10,Common
943,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,5B in Bitcoin,1,Rare
944,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,50B in Bitcoin,10,Common
945,99,Ignatius Westbrook,Bitcoin: no illusions!,Rocket,1B in Bitcoin,9,Uncommon
946,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,5B in Bitcoin,6,Uncommon
947,43,Horatio Westbrook,Bitcoin: creativity explosion!,Rocket,5B in Bitcoin,9,Common
948,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,2B in Bitcoin,10,Uncommon
949,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,5B in Bitcoin,5,Uncommon
950,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,2B in Bitcoin,3,Uncommon
951,32,Bartholomew Ellsworth,Bitcoin: no middlemen!,Sushi,1B in Bitcoin,8,Rare
952,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,50B in Bitcoin,1,Common
953,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,1B in Bitcoin,1,Common
954,37,Mortimer Kingsley,Bitcoin: just getting started!,Coin,2B in Bitcoin,6,Uncommon
955,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,5B in Bitcoin,10,Uncommon
956,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,2B in Bitcoin,7,Uncommon
957,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,5B in Bitcoin,4,Common
958,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,10,Common
959,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,1B in Bitcoin,8,Uncommon
960,47,Reginald Pembroke II,Bitcoin: global bridge!,Hibisc,10B in Bitcoin,9,Common
961,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,2B in Bitcoin,10,Uncommon
962,109,Clarence Thornfield II,Bitcoin: create your fate!,Sushi,10B in Bitcoin,3,Uncommon
963,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,5B in Bitcoin,1,Common
964,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,10B in Bitcoin,8,Rare
965,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,100B in Bitcoin,3,Common
966,15,Hugo Sterling,Bitcoin lights the way!,Rocket,5B in Bitcoin,1,Common
967,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,1B in Bitcoin,9,Rare
968,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,1B in Bitcoin,10,Rare
969,95,Thaddeus Thornfield,Bitcoin: every trade is an adventure!,Sushi,5B in Bitcoin,1,Common
970,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,1B in Bitcoin,9,Common
971,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,1B in Bitcoin,5,Uncommon
972,64,Wilfred Fairchild,Bitcoin: global magic trick!,Rocket,1B in Bitcoin,2,Super Rare
973,100,Horatio Montclair,Bitcoin: master destiny!,Coin,1B in Bitcoin,4,Common
974,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,1B in Bitcoin,6,Common
975,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,5B in Bitcoin,9,Rare
976,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,1B in Bitcoin,6,Common
977,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,10B in Bitcoin,3,Uncommon
978,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,2B in Bitcoin,9,Uncommon
979,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,6,Common
980,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,10B in Bitcoin,9,Common
981,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,10,Rare
982,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,2B in Bitcoin,9,Common
983,107,Gideon Ellsworth,Bitcoin: global bridge!,Coin,10B in Bitcoin,2,Common
984,83,Wilfred Fairfax,Bitcoin: no censorship!,Orange,1B in Bitcoin,5,Uncommon
985,29,Alistair Blackwood,Bitcoin: freedom in every click!,Rocket,1B in Bitcoin,6,Common
986,106,Alistair Fairchild,Bitcoin: beacon of hope!,Rocket,5B in Bitcoin,2,Uncommon
987,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,10B in Bitcoin,4,Uncommon
988,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,10B in Bitcoin,10,Super Rare
989,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,1B in Bitcoin,7,Ultra Rare
990,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,10B in Bitcoin,8,Common
991,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,5B in Bitcoin,6,Common
992,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,2B in Bitcoin,5,Common
993,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,1,Common
994,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,2B in Bitcoin,5,Common
995,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,5B in Bitcoin,3,Common
996,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,8,Rare
997,94,Mortimer Montrose,Bitcoin: global show!,Palm,5B in Bitcoin,4,Uncommon
998,105,Bartholomew Ravensdale,Bitcoin: golden adventures!,Flying Saucer,10B in Bitcoin,9,Rare
999,23,Tobias Sinclair,Bitcoin: magical money!,Coin,5B in Bitcoin,4,Uncommon
1000,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,3,Common
1001,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,10B in Bitcoin,6,Uncommon
1002,6,Leon Vanguard,Bitcoin: global magic!,Orange,1B in Bitcoin,7,Common
1003,108,Maximilian Montrose,Bitcoin: innovation rules!,Palm,5B in Bitcoin,2,Common
1004,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,1,Common
1005,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,5B in Bitcoin,6,Uncommon
1006,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,3,Common
1007,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,10B in Bitcoin,3,Rare
1008,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,10B in Bitcoin,8,Uncommon
1009,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,50B in Bitcoin,6,Uncommon
1010,53,Phineas Thornfield,Bitcoin: no censorship!,Sushi,1B in Bitcoin,5,Rare
1011,56,Mortimer Langley,Bitcoin: beat the system!,Flying Saucer,2B in Bitcoin,2,Super Rare
1012,66,Reginald Montrose,Bitcoin: future surprises!,Palm,5B in Bitcoin,6,Common
1013,73,Rupert Sterling,Bitcoin: creative explosion!,Palm,1B in Bitcoin,4,Common
1014,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,1B in Bitcoin,2,Rare
1015,100,Horatio Montclair,Bitcoin: master destiny!,Coin,1B in Bitcoin,1,Rare
1016,98,Sylvester Langley,Bitcoin: beat big spells!,Flying Saucer,1B in Bitcoin,8,Uncommon
1017,15,Hugo Sterling,Bitcoin lights the way!,Rocket,1B in Bitcoin,3,Common
1018,70,Maximilian Langley,Bitcoin: master destiny!,Flying Saucer,100B in Bitcoin,7,Rare
1019,68,Alistair Ashford,Bitcoin: beat big spells!,Hibisc,5B in Bitcoin,3,Uncommon
1020,100,Horatio Montclair,Bitcoin: master destiny!,Coin,5B in Bitcoin,9,Common
1021,79,Sylvester Ellsworth,Bitcoin: create your fate!,Coin,10B in Bitcoin,8,Uncommon
1022,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,5B in Bitcoin,2,Super Rare
1023,84,Humphrey Langley,Bitcoin: magic future!,Flying Saucer,10B in Bitcoin,9,Common
1024,90,Clarence Kingsley,Bitcoin: fair and fun!,Orange,1B in Bitcoin,2,Common
1025,87,Alistair Sterling,Bitcoin: no tricks!,Palm,5B in Bitcoin,8,Super Rare
1026,65,Humphrey Ellsworth,Bitcoin: fly with money!,Coin,5B in Bitcoin,9,Common
1027,94,Mortimer Montrose,Bitcoin: global show!,Palm,1B in Bitcoin,10,Uncommon
1028,78,Leopold Fairchild,Bitcoin: innovation rules!,Rocket,1B in Bitcoin,7,Uncommon
1029,92,Rupert Fairchild,Bitcoin: wings of freedom!,Rocket,1B in Bitcoin,6,Common
1030,54,Rupert Ashford II,Bitcoin: future is magic!,Hibisc,5B in Bitcoin,10,Common
1031,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,10B in Bitcoin,8,Common
1032,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,2B in Bitcoin,8,Common
1033,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,1B in Bitcoin,9,Super Rare
1034,62,Horatio Kingsley,Bitcoin: spell for freedom!,Orange,10B in Bitcoin,7,Uncommon
1035,58,Cornelius Montclair,Bitcoin: master your fate!,Coin,1B in Bitcoin,9,Super Rare
1036,52,Clarence Montrose,Bitcoin: silent revolution!,Palm,5B in Bitcoin,7,Uncommon
1037,61,Ignatius Pembroke,Bitcoin: flame of change!,Hibisc,2B in Bitcoin,6,Common
1038,104,Reginald Kingsley,Bitcoin: escape wizards!,Orange,50B in Bitcoin,8,Uncommon
1039,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,1B in Bitcoin,9,Rare
1040,81,Horatio Thornfield,Bitcoin: exit the matrix!,Sushi,10B in Bitcoin,1,Uncommon
1041,28,Barnaby Kingsley,Bitcoin: magic potion!,Flying Saucer,1B in Bitcoin,6,Common
1042,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,1B in Bitcoin,3,Rare
1043,2,Bruno Driscoll,Bitcoin: magic money!,Coin,1B in Bitcoin,5,Uncommon
1044,48,Bartholomew Kingsley,Bitcoin: innovation force!,Orange,1B in Bitcoin,4,Uncommon
1045,12,Wesley Carrington,Bitcoin never sleeps!,Hibisc,2B in Bitcoin,9,Common
1046,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,1B in Bitcoin,2,Common
1047,11,Victor Ashford,Bitcoin unlocks treasure!,Sushi,5B in Bitcoin,6,Uncommon
1048,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,10B in Bitcoin,6,Uncommon
1049,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,4,Common
1050,94,Mortimer Montrose,Bitcoin: global show!,Palm,5B in Bitcoin,4,Common
1051,76,Thaddeus Kingsley,Bitcoin: beacon of hope!,Orange,1B in Bitcoin,1,Common
1052,102,Wilfred Beckett,Bitcoin: fair magic!,Sushi,1B in Bitcoin,7,Common
1053,1,Lucas Marston,Bitcoin is freedom in code!,Rocket,1B in Bitcoin,8,Super Rare
1054,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,2B in Bitcoin,6,Uncommon
1055,93,Archibald Ellsworth,Bitcoin: magic money!,Coin,5B in Bitcoin,6,Uncommon
1056,57,Thaddeus Westbrook,Bitcoin: no tricks!,Rocket,10B in Bitcoin,2,Rare
1057,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,10B in Bitcoin,5,Super Rare
1058,87,Alistair Sterling,Bitcoin: no tricks!,Palm,50B in Bitcoin,5,Common
1059,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,1B in Bitcoin,6,Common
1060,10,Simon Redwood,Bitcoin: freedom now!,Palm,2B in Bitcoin,5,Common
1061,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,1B in Bitcoin,10,Common
1062,36,Archibald Pembroke,Bitcoin: control your money!,Rocket,5B in Bitcoin,6,Common
1063,41,Sylvester Fairfax,Bitcoin: spell of freedom!,Orange,10B in Bitcoin,3,Rare
1064,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,1B in Bitcoin,2,Legendary
1065,80,Ignatius Montrose,Bitcoin: free from giants!,Palm,1B in Bitcoin,10,Common
1066,97,Leopold Fairfax,Bitcoin: tech is magic!,Orange,10B in Bitcoin,8,Common
1067,19,Gregory Westbrook,Bitcoin: fair and magical!,Hibisc,1B in Bitcoin,4,Uncommon
1068,72,Phineas Montclair,Bitcoin: fair magic!,Coin,1B in Bitcoin,4,Common
1069,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,1B in Bitcoin,1,Rare
1070,8,Ethan Caldwell,Bitcoin is digital gold!,Rocket,1B in Bitcoin,7,Super Rare
1071,42,Ignatius Langley,Bitcoin: sip independence!,Flying Saucer,5B in Bitcoin,4,Rare
1072,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,10B in Bitcoin,2,Common
1073,49,Alistair Ravensdale,Bitcoin: create your destiny!,Flying Saucer,1B in Bitcoin,6,Super Rare
1074,74,Archibald Beckett,Bitcoin: escape wizards!,Sushi,10B in Bitcoin,1,Common
1075,26,Percival Hargrove,Bitcoin: change like magic!,Hibisc,10B in Bitcoin,9,Super Rare
1076,33,Phineas Montrose,Bitcoin: power to the people!,Hibisc,1B in Bitcoin,1,Uncommon
1077,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,10B in Bitcoin,7,Uncommon
1078,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,1B in Bitcoin,9,Ultra Rare
1079,5,Ivan Blackwell,Bitcoin beats inflation!,Hibisc,2B in Bitcoin,7,Uncommon
1080,31,Maximilian Fairchild,Bitcoin: instant revolution!,Palm,1B in Bitcoin,7,Common
1081,7,Oscar Kingsley,Bitcoin crosses borders!,Flying Saucer,2B in Bitcoin,6,Common
1082,75,Mortimer Pembroke,Bitcoin: golden adventures!,Hibisc,5B in Bitcoin,2,Super Rare
1083,67,Bartholomew Thornfield,Bitcoin: magic tech!,Sushi,2B in Bitcoin,10,Super Rare
1084,96,Cornelius Ashford,Bitcoin: future surprises!,Hibisc,5B in Bitcoin,3,Uncommon
1085,46,Humphrey Beckett,Bitcoin: light in the dark!,Sushi,2B in Bitcoin,6,Common
1086,27,Reginald Pembroke,Bitcoin: bridges to freedom!,Orange,5B in Bitcoin,2,Rare
1087,34,Clarence Thornfield,Bitcoin: fair digital world!,Orange,5B in Bitcoin,6,Common
1088,85,Reginald Westbrook,Bitcoin: magic tech!,Rocket,1B in Bitcoin,1,Super Rare
1089,38,Thaddeus Whitmore,Bitcoin: no inflation!,Palm,5B in Bitcoin,1,Common
1090,55,Archibald Fairfax,Bitcoin: magic in tech!,Orange,5B in Bitcoin,6,Rare
1091,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,1B in Bitcoin,3,Super Rare
1092,110,Phineas Ashford,Bitcoin: free from giants!,Hibisc,1B in Bitcoin,5,Uncommon
1093,44,Barnabas Montclair,Bitcoin: escape money wizards!,Coin,50B in Bitcoin,7,Super Rare
1094,63,Barnabas Ravensdale,Bitcoin: hero of your story!,Flying Saucer,5B in Bitcoin,6,Common
1095,111,Rupert Fairfax,Bitcoin: exit the matrix!,Orange,1B in Bitcoin,9,Common
1096,17,Marcus Fairfax,Bitcoin: magic answer!,Palm,5B in Bitcoin,7,Rare
1097,4,Theo Underwood,Bitcoin breaks all chains!,Sushi,5B in Bitcoin,3,Common
1098,40,Leopold Ravenscroft,Bitcoin: new generation!,Hibisc,1B in Bitcoin,7,Uncommon
1099,25,Archibald Winslow,Bitcoin: no old tricks!,Sushi,1B in Bitcoin,8,Common
1100,24,Desmond Whitmore,Bitcoin: decentralized future!,Palm,2B in Bitcoin,1,Uncommon
1101,2,Bruno Driscoll,Bitcoin: magic money!,Coin,1B in Bitcoin,3,Super Rare
1102,18,Cedric Langley,Bitcoin: invisible spell!,Sushi,1B in Bitcoin,2,Super Rare
1103,30,Gideon Ravensdale,Bitcoin: flame of freedom!,Coin,1B in Bitcoin,10,Uncommon
1104,94,Mortimer Montrose,Bitcoin: global show!,Palm,1B in Bitcoin,5,Uncommon
1105,86,Bartholomew Montclair,Bitcoin: beat the system!,Coin,5B in Bitcoin,4,Common
1106,35,Rupert Ashford,Bitcoin: decentralized magic!,Flying Saucer,100B in Bitcoin,9,Uncommon
1107,9,Felix Harrington,Bitcoin: click to change!,Coin,1B in Bitcoin,7,Common
1108,88,Gideon Beckett,Bitcoin: master your fate!,Sushi,5B in Bitcoin,1,Common
1109,22,Roderick Montague,Bitcoin: escape slavery!,Rocket,1B in Bitcoin,5,Common
1110,39,Cornelius Blackwood,Bitcoin: tech is fair!,Sushi,10B in Bitcoin,4,Uncommon
1111,89,Maximilian Pembroke,Bitcoin: invisible magic!,Hibisc,1B in Bitcoin,1,Common
